Video-Streaming;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Stimulus-ID;Assessment;"Tinit [ms]";"RUL [kbps]";"RDL [kbps]";"DUL [ms]";"DDL [ms]";"Stimulus in picture";Codec;;;;Video;Link;Assessment
AL-A-5;"Basic set";160;220;2000;18;18;Assessment;;;;
AL-A-6;"Basic set";180;186;1000;18;18;Assessment;;;;
AL-A-7;"Basic set";184;180;750;18;18;Assessment;;;;
AL-A-8;"Basic set";190;172;500;18;18;Assessment;;;;
AL-A-9;"Basic set";200;155;200;18;18;Assessment;;;;
AL-A-10;"Basic set";205;80;100;18;18;Assessment;;;;
;;;;;;;;;;;
Stimulus-ID;Assessment;"Tinit [ms]";"RUL [kbps]";"RDL [kbps]";"DUL [ms]";"DDL [ms]";"Stimulus in picture";;"Web site";Link;Assessment
AL-B-1;"Basic set";40;350;50000;18;18;Reference;;;"Starten der ZDF Mediathek App
Excerpt from 00:00 (min:sec) to 00:20 (min:sec).
Resolution: Auto";app://de.spiegel.android.app.spon/.activities.SplashScreenActivity;Throughput
AL-B-2;"Basic set";40;350;20000;18;18;Assessment;;;;
AL-B-3;"Basic set";40;350;10000;18;18;Assessment;;;;
AL-B-4;"Basic set";85;300;5000;18;18;Assessment;;;;
AL-B-5;"Basic set";160;220;2000;18;18;Assessment;;;;
AL-B-6;"Basic set";180;186;1000;18;18;Assessment;;;;
AL-B-7;"Basic set";184;180;750;18;18;Assessment;;;;
AL-B-8;"Basic set";190;172;500;18;18;Assessment;;;;
AL-B-9;"Basic set";200;155;200;18;18;Assessment;;;;
AL-B-10;"Basic set";205;80;100;18;18;Assessment;;;;
;;;;;;;;;;;
"Parameter übernommen von WB-B.";;;;;;;;;;;
Stimulus-ID;Assessment;"Tinit [ms]";"RUL [kbps]";"RDL [kbps]";"DUL [ms]";"DDL [ms]";"Stimulus in picture";"Codec";"Dynamic";"Num. Rebuffering";"Rebuffering duration  [ms]";"Web site";Link;Assessment
AL-E-1;"Basic set";40;350;50000;18;18;Reference;;;;;"Starten der Wikipedia-App
Excerpt from 00:00 (min:sec) to 00:30 (min:sec).";app://org.wikipedia/.main.MainActivity;Throughput
AL-E-2;"Basic set";40;350;20000;18;18;Assessment;;;;
AL-E-3;"Basic set";40;350;10000;18;18;Assessment;;;;
AL-E-4;"Basic set";85;300;5000;18;18;Assessment;;;;
AL-E-5;"Basic set";160;220;2000;18;18;Assessment;;;;
AL-E-6;"Basic set";180;186;1000;18;18;Assessment;;;;
AL-E-7;"Basic set";184;180;750;18;18;Assessment;;;;
AL-E-8;"Basic set";190;172;500;18;18;Assessment;;;;
AL-E-9;"Basic set";200;155;200;18;18;Assessment;;;;
AL-E-10;"Basic set";205;80;100;18;18;Assessment;;;;
;;;;;;;;;;;
;;;;;;;;;;;
"Annahmen für die Erstellung der Stimuli";;;
;;;
"Adaption und Auflösung des Video-Codecs";;;
"Die YouTube-Auflösung kann während einer Übertragung abhängig von den Kanalbedingungen wechseln. ";;;
;"Auto-Codec (adaptiv):";;"Verschiebt die Bewertung des Stimulus durch den Probanden von Durchsatz auf die Auflösung, d.h. eine Verschlechterung des Durchsatzes wird nicht durch"
;;;"Unterbrechungen beim Abspielen des Videos repräsentiert, sondern in der Adaption zu einem Codec mit geringerer Auflösung. "
;;;"Letzendlich zeigt diese Einstellung aber die realen Bedingungen und die adaptive Einstellung (Auto Codec) soll verwendet werden."
;"Fester Codec:";;"Richtet den Focus bei der Bewertung des Stimulus durch den Probanden auf den Einfluss des Durchsatzes. "
"Bildschirmauflösung: Gängiges Smartphone, z.B. aktuelles Samsung-Modell.";;;
;;;
"Round Trip Time";;;
"Symmetrische Verzögerungen DUL, DDL der RTT.";;;
;;;
"Verbindungsaufbau aus Idle oder Connected Mode?";;;
"Verbindungsaufbau aus Connected Mode. Wird durch Variation von Tinit abgedeckt.";;;
;;;
"Darstellung für Laptop oder Smartphone?";;;
"Alle Messungen auf Smartphone-Client (Android). ";;;
;;;
